title,original_airdate,production_number,dialogue
"Mirror,  Mirror ","6 Oct, 1967  ",39,"In that event, I am ordered to kill you and  to proceed against the Halkans as the new captain of the Enterprise.   Captain's log, stardate unknown. We are trapped in  a savage, parallel universe from which we must escape within four  hours, or I will face a death sentence at Mister Spock's hands."
"Mirror,  Mirror ","6 Oct, 1967  ",39,Computer?
"Mirror,  Mirror ","6 Oct, 1967  ",39,Explain computer activity in the engineering section.
"Mirror,  Mirror ","6 Oct, 1967  ",39,Who is conducting the research?
"Mirror,  Mirror ","6 Oct, 1967  ",39,What is the nature of the research?
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Why are you monitoring my communications, Mister Sulu?"
"Mirror,  Mirror ","6 Oct, 1967  ",39,That is my concern.
"Mirror,  Mirror ","6 Oct, 1967  ",39,"If I am successful, you see yourself a step  nearer to the captaincy. I do not want to command the Enterprise, but  if it should befall me, I suggest you remember that my operatives would  avenge my death and some of them are Vulcans."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Please restrict your movements, Captain."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"I shall make that decision. Since your return from the planet,  you've behaved in a most atypical and illogical manner. I want to know  why."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"I shall not waste time with you. You're too inflexible, too  disciplined once you've made up your mind. But Doctor McCoy has a  plenitude of human weaknesses, sentimental, soft. You may not tell me  what I want to know, but he will."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"I have the phaser, Captain, and I do not intend to simply  disappear as so many of your opponents have in the past. If you please.  Sickbay."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Yes, of course. The entire landing party.  Captain, stand over there. Doctor, it is time for answers."
"Mirror,  Mirror ","6 Oct, 1967  ",39,Why did the captain let me  live?
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Our minds are merging, Doctor. Our minds are one. I feel what  you feel. I know what you know."
"Mirror,  Mirror ","6 Oct, 1967  ",39,I cut the transporter power. It was necessary to delay your  beam-out until I could arrive. Take him.
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Engineering, re-activate main transporter circuits."
"Mirror,  Mirror ","6 Oct, 1967  ",39,You must return to your universe. I must have my captain back. I  shall operate the transporter. You have two minutes and ten seconds.
"Mirror,  Mirror ","6 Oct, 1967  ",39,Approximately two hundred and forty years.
"Mirror,  Mirror ","6 Oct, 1967  ",39,"The Empire shall be overthrown, of course."
"Mirror,  Mirror ","6 Oct, 1967  ",39,You have one minute and twenty three seconds.
"Mirror,  Mirror ","6 Oct, 1967  ",39,One man cannot summon the future.
"Mirror,  Mirror ","6 Oct, 1967  ",39,A man must also have the power.
"Mirror,  Mirror ","6 Oct, 1967  ",39,Indeed?
"Mirror,  Mirror ","6 Oct, 1967  ",39,It is time.
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Captain Kirk, I shall consider it."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Welcome home, Captain."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"It was far easier for you as civilised men to behave like  barbarians, than it was for them as barbarians to behave like civilised men. I assume  they returned to their Enterprise at the same time you appeared here."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Indeed, gentlemen. May I point out that I had an opportunity to  observe your counterparts here quite closely. They were brutal, savage,  unprincipled, uncivilised, treacherous, In every way, splendid examples  of homo sapiens, the very flower of humanity. I found them quite  refreshing."
"Mirror,  Mirror ","6 Oct, 1967  ",39,"You've met her before, Captain?"
"Mirror,  Mirror ","6 Oct, 1967  ",39,"Your reaction, One of recognition."
The  Deadly Years ,"8 Dec, 1967 ",40,"Our arrival was scheduled well in advance, Doctor. The annual  check of every scientific expedition is routine."
The  Deadly Years ,"8 Dec, 1967 ",40,"Quite impossible, Doctor. I ran a personnel check on this  expedition before we beamed down. I assure you that none of them were   (He is interrupted by the entrance of an old man and woman."
The  Deadly Years ,"8 Dec, 1967 ",40,Sensors reveal nothing which is inimical to human life. The  atmosphere screens out the usual amount of harmful cosmic rays.
The  Deadly Years ,"8 Dec, 1967 ",40,"I have already begun investigation into that possibility,  Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,"I've rechecked the sensors, Captain. Gamma Hydra Four checks out  as a Class M planet with a conventional oxygen-nitrogen atmosphere and  normal mass. I can find nothing at all out of the ordinary."
The  Deadly Years ,"8 Dec, 1967 ",40,We're checking it on it. I've reached no conclusions as yet. The  comet was a rogue and has never been investigated.
The  Deadly Years ,"8 Dec, 1967 ",40,"Based on what Doctor McCoy  gave me, I estimate that physically we each have less than a week to  live. Also, since our mental faculties are aging faster than our  bodies, we will be little better than mental vegetables in considerably  lesser time."
The  Deadly Years ,"8 Dec, 1967 ",40,"Yes, Captain. In a very short time."
The  Deadly Years ,"8 Dec, 1967 ",40,"I must differ with you, Doctor. I'm having  difficulty concentrating, which is most disturbing, my eye sight  appears to be failing, and the normal temperature of the ship seems to  me to be increasingly cold."
The  Deadly Years ,"8 Dec, 1967 ",40,"Captain, you sent such a message this morning."
The  Deadly Years ,"8 Dec, 1967 ",40,"Captain, I believe  Captain.  Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,"Yes, sir. Quite understandable."
The  Deadly Years ,"8 Dec, 1967 ",40,"Yes, sir. We have the cause of the affliction."
The  Deadly Years ,"8 Dec, 1967 ",40,"The orbit of Gamma Hydra Four carried the planet directly  through the comet's trail. On conventional radiation settings, we  discovered nothing. On resetting our sensors to the extreme lower range  of the scale, undetected radiation appeared. Below normal radiation  levels but definitely present, and undoubtedly residue from the comet."
The  Deadly Years ,"8 Dec, 1967 ",40,"Quadrant four four eight, sir."
The  Deadly Years ,"8 Dec, 1967 ",40,"Mister Sulu, what is our present position?"
The  Deadly Years ,"8 Dec, 1967 ",40,"Possibly, Doctor, because my thinking processes are not as  efficient as before."
The  Deadly Years ,"8 Dec, 1967 ",40,"I have a question for the doctor.  Doctor, the  ship's temperature is increasingly uncomfortable for me. I've adjusted  the environment in my quarters to one hundred twenty five degrees,  which is at least tolerable. However, I"
The  Deadly Years ,"8 Dec, 1967 ",40,I wondered if perhaps there was something which could lower my  sensitivity to cold.
The  Deadly Years ,"8 Dec, 1967 ",40,Yes. As I always suspected.
The  Deadly Years ,"8 Dec, 1967 ",40,Commodore?
The  Deadly Years ,"8 Dec, 1967 ",40,I am aware of that.
The  Deadly Years ,"8 Dec, 1967 ",40,"For what, sir?"
The  Deadly Years ,"8 Dec, 1967 ",40,"On what grounds, Commodore?"
The  Deadly Years ,"8 Dec, 1967 ",40,"Need I remind you, sir, that I too have contracted the same  affliction?"
The  Deadly Years ,"8 Dec, 1967 ",40,"I'm half human, sir. My physical reflexes are down, my mental  capacity is reduced. I tire easily. No, sir. I am not fit for command."
The  Deadly Years ,"8 Dec, 1967 ",40,"Sir, I do have duties to perform."
The  Deadly Years ,"8 Dec, 1967 ",40,"I resist that suggestion, Commodore."
The  Deadly Years ,"8 Dec, 1967 ",40,"Very well, sir. The hearing shall convene at fourteen hundred  hours."
The  Deadly Years ,"8 Dec, 1967 ",40,Let it read that this competency hearing was  ordered by Commodore Stocker and reluctantly called by myself.
The  Deadly Years ,"8 Dec, 1967 ",40,"On the contrary, Commodore. As presiding officer and as second  in command of the Enterprise, the responsibility is mine. Captain Kirk,  would you like to make a statement?"
The  Deadly Years ,"8 Dec, 1967 ",40,"It is quite impossible, Captain. The regulations are quite  specific. You are entitled to direct examination of all witnesses  immediately after the board has questioned them."
The  Deadly Years ,"8 Dec, 1967 ",40,"Mister Sulu, how long have you served with Captain Kirk?"
The  Deadly Years ,"8 Dec, 1967 ",40,"To your knowledge, has he ever had any difficulty making  decisions?"
The  Deadly Years ,"8 Dec, 1967 ",40,Did he order you to maintain standard orbit around Gamma Hydra  Four?
The  Deadly Years ,"8 Dec, 1967 ",40,"Did he not, several minutes later, repeat that order?"
The  Deadly Years ,"8 Dec, 1967 ",40,Did he order you to increase orbit?
The  Deadly Years ,"8 Dec, 1967 ",40,Did he not several minutes later repeat that order?
The  Deadly Years ,"8 Dec, 1967 ",40,"Mister Sulu, please answer the question."
The  Deadly Years ,"8 Dec, 1967 ",40,"Thank you, Mister Sulu. Yeoman Atkins, you handed Captain Kirk a  fuel consumption report in the presence of witnesses, which he read and  signed. Is that correct?"
The  Deadly Years ,"8 Dec, 1967 ",40,"Yeoman, you will simply answer the question."
The  Deadly Years ,"8 Dec, 1967 ",40,You guess?
The  Deadly Years ,"8 Dec, 1967 ",40,"Thank you, Yeoman. You may leave. Lieutenant Uhura. I have here  a bulletin from Starfleet Command which states that the Romulans have  broken Code two. Are these your initials which appear at the bottom?"
The  Deadly Years ,"8 Dec, 1967 ",40,And whose initials are those which appear directly below yours?
The  Deadly Years ,"8 Dec, 1967 ",40,Did Captain Kirk ask you to send a message about the comet which  passed Gamma Hydra Four?
The  Deadly Years ,"8 Dec, 1967 ",40,Using Code two.
The  Deadly Years ,"8 Dec, 1967 ",40,After you reminded him that the Romulans had broken Code two.
The  Deadly Years ,"8 Dec, 1967 ",40,"Thank you, Lieutenant. Doctor McCoy, Doctor McCoy!"
The  Deadly Years ,"8 Dec, 1967 ",40,"Several hours ago, at the request of this board, you ran a  complete physical examination of Captain Kirk."
The  Deadly Years ,"8 Dec, 1967 ",40,"Medical banks, compute described subject's physical age, using  established norms as comparative base."
The  Deadly Years ,"8 Dec, 1967 ",40,Doctor McCoy.
The  Deadly Years ,"8 Dec, 1967 ",40,Will you give us your professional evaluation of Captain Kirk's  present physical condition.
The  Deadly Years ,"8 Dec, 1967 ",40,Is not his mental capacity degenerating even more rapidly?
The  Deadly Years ,"8 Dec, 1967 ",40,"Doctor, you heard the computer's analysis of Captain Kirk's  physical age. Do you agree with it?"
The  Deadly Years ,"8 Dec, 1967 ",40,"Do you agree with it, Doctor?"
The  Deadly Years ,"8 Dec, 1967 ",40,"This board has no further questions. Unless you, Commodore  Stocker, have something that you would like to add."
The  Deadly Years ,"8 Dec, 1967 ",40,"Do you wish to call any witnesses, Captain Kirk?"
The  Deadly Years ,"8 Dec, 1967 ",40,"Captain, I would suggest"
The  Deadly Years ,"8 Dec, 1967 ",40,"Gamma Hydra Four, Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,"You're inability to remember having given commands, reading and  signing important orders and then forgetting them, your physical  analysis as compiled by our own chief surgeon. All these things would  appear to be irrefutable proof of failing physical and mental  conditions."
The  Deadly Years ,"8 Dec, 1967 ",40,"We have no more questions, Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,"There'll be no more questions, Captain. If you would leave the  room so the board can vote"
The  Deadly Years ,"8 Dec, 1967 ",40,"Sir, you have never commanded a starship."
The  Deadly Years ,"8 Dec, 1967 ",40,The danger from the Romulans
The  Deadly Years ,"8 Dec, 1967 ",40,"Yes, Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,"I'm sorry, Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,Regulations require
The  Deadly Years ,"8 Dec, 1967 ",40,"Captain, I have not assumed command."
The  Deadly Years ,"8 Dec, 1967 ",40,"I suffer the same affliction as you, sir."
The  Deadly Years ,"8 Dec, 1967 ",40,Commodore Stocker.
The  Deadly Years ,"8 Dec, 1967 ",40,Mister Scott was unfit for command. Commodore Stocker is ranking  officer
The  Deadly Years ,"8 Dec, 1967 ",40,"I cannot, Captain."
The  Deadly Years ,"8 Dec, 1967 ",40,"No, sir. Only Commodore Stocker can give a command order onboard  this ship."
The  Deadly Years ,"8 Dec, 1967 ",40,It would seem to be the place where I can be of the most use.
The  Deadly Years ,"8 Dec, 1967 ",40,"No, not all the time. Captain, he left us for a few moments."
The  Deadly Years ,"8 Dec, 1967 ",40,"Yes. Yes, indeed, Captain. Doctor, you remember"
The  Deadly Years ,"8 Dec, 1967 ",40,"Quite possible, Doctor. Perhaps a sufficiently efficacious  compound could be developed."
The  Deadly Years ,"8 Dec, 1967 ",40,"Doctor, I made the necessary computations and produced this  serum. It is crude and dangerous, but we have no time for refinements."
The  Deadly Years ,"8 Dec, 1967 ",40,"It could cure or kill, Doctor."
The  Deadly Years ,"8 Dec, 1967 ",40,"Doctor Wallace, give him the shot."
The  Deadly Years ,"8 Dec, 1967 ",40,"Romulans giving ground, Captain. Obviously, they tapped in as  you expected them to."
The  Deadly Years ,"8 Dec, 1967 ",40,"Yes, sir."
The  Deadly Years ,"8 Dec, 1967 ",40,"The Romulans were caught off guard, Captain. They're falling  behind."
The  Deadly Years ,"8 Dec, 1967 ",40,"I am quite ready now, Doctor."
The  Deadly Years ,"8 Dec, 1967 ",40,"That is very considerate of you, Doctor."
"I,  Mudd ","3 Nov, 1967 ",41,Something wrong?
"I,  Mudd ","3 Nov, 1967 ",41,Perhaps you're making a rather hasty judgment. Mister Norman has  only been aboard seventy two hours.
"I,  Mudd ","3 Nov, 1967 ",41,"Specifics, Doctor. Labels do not make arguments."
"I,  Mudd ","3 Nov, 1967 ",41,I see.
"I,  Mudd ","3 Nov, 1967 ",41,I find your argument strewn with gaping defects in logic.
"I,  Mudd ","3 Nov, 1967 ",41,"That's not at all surprising, Doctor. He's probably terrified of  your beads and rattles."
"I,  Mudd ","3 Nov, 1967 ",41,Interesting.
"I,  Mudd ","3 Nov, 1967 ",41,"Confirmed, Captain. He's taken out all the override controls. If  we tamper without knowing where the trigger relay is,  we could extinguish ourselves."
"I,  Mudd ","3 Nov, 1967 ",41,And most sophisticated.
"I,  Mudd ","3 Nov, 1967 ",41,"He simply appears to have turned  himself off, Captain. And since we cannot repair the damage he has done  without destroying the ship"
"I,  Mudd ","3 Nov, 1967 ",41,Five hundred of the same model? That seems rather redundant.
"I,  Mudd ","3 Nov, 1967 ",41,He did not pay royalties.
"I,  Mudd ","3 Nov, 1967 ",41,"The guilty party has his choice. Death by electrocution, death  by gas, death by phaser, death by hanging."
"I,  Mudd ","3 Nov, 1967 ",41,"You went to substantial risk and effort to bring a starship  here. Logically, you must have a compelling motive."
"I,  Mudd ","3 Nov, 1967 ",41,Then I'm unable to discern your problem.
"I,  Mudd ","3 Nov, 1967 ",41,Whom do you serve now?
"I,  Mudd ","3 Nov, 1967 ",41,"We are, and we must direct our attack to the heart of the  matter. Obviously this many androids cannot operate independently.  There must be a central control system which guides the entire android  population."
"I,  Mudd ","3 Nov, 1967 ",41,Very interesting. Very interesting. This is a most unusual  device.
"I,  Mudd ","3 Nov, 1967 ",41,Did I understand there are more than two hundred thousand of  you?
"I,  Mudd ","3 Nov, 1967 ",41,This would seem to be a simple relay centre. Are all of you  controlled through this device?
"I,  Mudd ","3 Nov, 1967 ",41,"Oh, that's quite understandable.       ALICE"
"I,  Mudd ","3 Nov, 1967 ",41,"Captain, I've just had a most fascinating  meeting with Norman, and I'm convinced I've discovered a very important  inconsistency."
"I,  Mudd ","3 Nov, 1967 ",41,"He could successfully accomplish it, Captain. I've questioned a  number of the androids, and they're totally loyal to Mudd.  Perhaps of more concern is the fact that this android population can  literally provide anything a human being could ask for in unlimited  quantity."
"I,  Mudd ","3 Nov, 1967 ",41,Unhappiness is the state which occurs in the human when wants  and desires are not fulfilled.   ALICE
"I,  Mudd ","3 Nov, 1967 ",41,Fascinating.
"I,  Mudd ","3 Nov, 1967 ",41,"I'm curious, Norman. Just how do you intend to stop them?"
"I,  Mudd ","3 Nov, 1967 ",41,Eminently practical.
"I,  Mudd ","3 Nov, 1967 ",41,"Indeed, it is not. They may quite possibly be able to accomplish  it."
"I,  Mudd ","3 Nov, 1967 ",41,"Whatever method we use to stop them, we must make haste. They  have only to install some cybernetic devices aboard the Enterprise and  they'll be able to leave orbit."
"I,  Mudd ","3 Nov, 1967 ",41,I asked them.
"I,  Mudd ","3 Nov, 1967 ",41,Yet the device that Norman claims to be their central control is  totally inadequate to the task of directing more than two hundred  thousand of them.
"I,  Mudd ","3 Nov, 1967 ",41,"There are a large number of Alices and Trudies, Maisies,  Annabels, and according to my research, a Herman series, an Oscar  series, a whole plethora of series in fact. But only one Norman."
"I,  Mudd ","3 Nov, 1967 ",41,"To function as they do, each android mind must be one component  of a mass brain linked through a central locus."
"I,  Mudd ","3 Nov, 1967 ",41,That would seem logical.
"I,  Mudd ","3 Nov, 1967 ",41,"What would seem to be a sound, and perhaps our only,  opportunity."
"I,  Mudd ","3 Nov, 1967 ",41,I fail to understand why I should care to induce my mother to  purchase falsified patents.
"I,  Mudd ","3 Nov, 1967 ",41,Of course. Your computations would  inevitably lead to a total description of the parabolic intersection of  dimension with dimension.   ALICE
"I,  Mudd ","3 Nov, 1967 ",41,Thank you.      ALICE
"I,  Mudd ","3 Nov, 1967 ",41,"I love you. However, I hate you.   ALICE"
"I,  Mudd ","3 Nov, 1967 ",41,"Yes, of course. That is exactly why I hate you. Because you are  identical."
"I,  Mudd ","3 Nov, 1967 ",41,Fascinating.
"I,  Mudd ","3 Nov, 1967 ",41,"Success, Captain. We've been pruning the leaves and branches of  the tree. Now it is time to get to work on the root."
"I,  Mudd ","3 Nov, 1967 ",41,Affirmative.
"I,  Mudd ","3 Nov, 1967 ",41,Logic is a little tweeting bird chirping in a meadow. Logic is a  wreath of pretty flowers which smell bad.  Are you sure your circuits are registering correctly? Your ears are  green.
"I,  Mudd ","3 Nov, 1967 ",41,"Very well, Captain."
"I,  Mudd ","3 Nov, 1967 ",41,"I believe that is the correct amount, Captain. Mister Mudd, are  you ready?"
"I,  Mudd ","3 Nov, 1967 ",41,Be careful. I would not want you to drop it.
"I,  Mudd ","3 Nov, 1967 ",41,"I believe they are all immobilised, Captain."
"I,  Mudd ","3 Nov, 1967 ",41,"That is a human emotion, Doctor, with which I am totally  unfamiliar. How could I be unhappy?"
"I,  Mudd ","3 Nov, 1967 ",41,"Which I find eminently satisfactory, Doctor, for nowhere am I so  desperately needed as among a shipload of illogical humans."
"I,  Mudd ","3 Nov, 1967 ",41,The androids are being reprogrammed. Their original purpose was  to adapt this planet for productive use. They'll begin that work again.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Deep Space Station K7 now within sensor  range, Captain."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"That is illogical, Ensign. Odours cannot travel through the  vacuum of space."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Extremely little, Ensign."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Under dispute between the two parties since initial contact. The  battle of Donatu Five was fought near here twenty three solar years  ago. Inconclusive.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Undeveloped. Sherman's Planet is claimed by both sides, our  Federation and the Klingon Empire. We do have the better claim."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,John Burke was the Chief Astronomer at the Royal Academy in old  Britain at the time.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,That gives him the authority.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Quadrotriticale is a high-yield grain, a four-lobed hybrid of  wheat and rye. A perennial, also, I believe. Its root grain, triticale,  can trace its ancestry all the way back to twentieth century Canada"
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Misuse of the Priority One channels is a Federation offence.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"It would seem a logical precaution, Captain. The Sherman's  Planet affair is of extreme importance to the Federation."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Nevertheless Captain, the Klingons would not enjoy seeing us  successfully develop Sherman's Planet."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,But not totally unexpected.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"A most curious creature, Captain. Its  trilling seems to have a tranquillising effect on the human nervous  system. Fortunately, of course, I am immune to its effect."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Captain, may I ask where you'll be?"
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,There's something disquieting about these creatures.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Don't be insulting, Doctor. They remind me of the lilies of the  field. They toil not, neither do they spin. But they seem to eat a  great deal. I see no practical use for them."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"So would an ermine violin, but I see no advantage in having one."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Doctor, I am well aware of human characteristics. I am  frequently inundated by them, but I've trained myself to put up with  practically anything."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"What is that, Doctor?"
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Doctor?
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,They do have one redeeming characteristic.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"They do not talk too much. If you'll excuse me, sir."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Captain, I am forced to agree with the doctor. I've been running  computations on their rate of reproduction. The figures are taking an  alarming direction. They're consuming our supplies and returning  nothing."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Surely you must have realised what would happen if you removed  the tribbles from their predator-filled environment into an environment  where their natural multiplicative proclivities would have no  restraining factors.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"By removing the tribbles from their natural habitat, you have,  so to speak, removed the cork from the bottle and allowed the genie to  escape."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,He simply could not believe his ears.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"We have already checked on the background of Mister Cyrano  Jones. He is a licensed asteroid locator and prospector. He's never  broken the law, at least not severely. For the past seven years, with  his one-man spaceship, he's obtained a marginal living by engaging in  the buying and selling of rare merchandise, including, unfortunately,  tribbles."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Fascinating.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Captain, there are vents of that type on the space station."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,They seem to be gorged.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"One million seven hundred seventy one thousand five hundred  sixty one. That's assuming one tribble, multiplying with an average  litter of ten, producing a new generation every twelve hours over a  period of three days."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,And allowing for the amount of grain consumed and the volume of  the storage compartment.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Captain this tribble is dead. And so are these.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,The logical assumption is that there is something in the grain.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"I believe that more than the word of an aggrieved Klingon  commander would be necessary for that, Mister Baris."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,Remarkable.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Obviously tribbles are very perceptive creatures, Captain."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,The penalty is twenty years in a rehabilitation colony.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Seventeen point nine, to be exact."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,He'll do it.
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Captain, Starfleet was able to divert that  freighter."
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Based on computer analysis, of course, taking into account the  possibilities of"
The  Trouble With Tribbles ,"29 Dec, 1967 ",42,"Well, it was Mister Scott who performed the actual engineering."
Bread  And Circuses ,"15 Mar, 1968 ",43,"No doubt about it, Captain. The space debris comes from the  survey vessel SS Beagle."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Portions of the antimatter nacelles, personal belongings.  Captain, no signs of bodies whatsoever."
Bread  And Circuses ,"15 Mar, 1968 ",43,"It would have come from planet four, star system eight nine two,  directly ahead."
Bread  And Circuses ,"15 Mar, 1968 ",43,"SS Beagle. Small class four stardrive vessel. Crew of forty  seven, commanded by. Jim, I believe you knew him. Captain R M Merik."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Different in shape only, Captain. The proportion of land to  water is exactly as on your Earth. Density five point five, diameter  seven nine one seven at the equator, atmosphere seventy eight percent  nitrogen, twenty one percent oxygen. Again, exactly like Earth."
Bread  And Circuses ,"15 Mar, 1968 ",43,I also picked up indications of large cities.
Bread  And Circuses ,"15 Mar, 1968 ",43,"No sign of atomic power as yet, but far enough along for radio  communications, power transportation, an excellent road system."
Bread  And Circuses ,"15 Mar, 1968 ",43,Television was the colloquial term.
Bread  And Circuses ,"15 Mar, 1968 ",43,"Captain, the one described as the barbarian is also listed here.  Flight officer William B. Harrison of the SS Beagle. At least there  were some survivors down there."
Bread  And Circuses ,"15 Mar, 1968 ",43,"But hardly more practical, captain. Close to the city we  located, but not populated. We should not be observed."
Bread  And Circuses ,"15 Mar, 1968 ",43,Fascinating. This atmosphere is remarkably similar to your  twentieth century. Moderately industrialised pollution containing  substantial amounts of carbon monoxide and partially consumed  hydrocarbons.
Bread  And Circuses ,"15 Mar, 1968 ",43,"Yes, I believe that was the term. I had no idea you were that  much of a historian, Doctor."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Then the Prime Directive is in full force, Captain?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"I fail to see the humour in that situation, Doctor."
Bread  And Circuses ,"15 Mar, 1968 ",43,Complete Earth parallel. The language here is English.
Bread  And Circuses ,"15 Mar, 1968 ",43,There would seem to be evidence to that effect.
Bread  And Circuses ,"15 Mar, 1968 ",43,I call them ears.
Bread  And Circuses ,"15 Mar, 1968 ",43,Never. Colloquial twentieth-century English. An amazing  parallel.
Bread  And Circuses ,"15 Mar, 1968 ",43,"Sir, we came here looking for some friends, forty seven of them  who were stranded here some six years ago. They wore clothing similar  to ours. Have you heard of such men?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Captain, I thought you might find this  interesting."
Bread  And Circuses ,"15 Mar, 1968 ",43,Fascinating.
Bread  And Circuses ,"15 Mar, 1968 ",43,"Captain, a logical question, if I may. Septimus, how many years  ago did Merikus become your first citizen?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Curious, Captain, the similarity in names. Were you told why  Merik was dropped from the Space Academy?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Why, Doctor?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Even more fascinating. Slavery evolving into an institution with  guaranteed medical payments, old-age pensions."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Doctor, if I were able to show emotion, your new infatuation  with that term would begin to annoy me."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Really, Doctor, I had no idea they were trained. Watching you, I  assumed it was trial and error."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Interesting, and given a conservative empire, quite  understandable."
Bread  And Circuses ,"15 Mar, 1968 ",43,"I said I understood it, Doctor. I find the checks and balances  of this civilisation quite illuminating."
Bread  And Circuses ,"15 Mar, 1968 ",43,"They do seem to have escaped the carnage of your first three  world wars, Doctor."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Situations quite familiar to the six million who died in your  first world war, the eleven million who died in your second, the thirty  seven million who died in your third. Shall I go on?"
Bread  And Circuses ,"15 Mar, 1968 ",43,Quite correct.
Bread  And Circuses ,"15 Mar, 1968 ",43,I tell you I'm well able to defeat you.
Bread  And Circuses ,"15 Mar, 1968 ",43,I do not want to injure you.
Bread  And Circuses ,"15 Mar, 1968 ",43,"Need any help, Doctor?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Such emotions are foreign to me, Doctor. I'm merely testing the  strength of the door."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Doctor, I am seeking a means of escape. Will you please be  brief?"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Yes, that's quite true."
Bread  And Circuses ,"15 Mar, 1968 ",43,"Oh, yes. You humans have that emotional need to express  gratitude. You're welcome, I believe, is the correct response. However,  Doctor, you must remember I am entirely motivated by logic. The loss of  our ship's surgeon, whatever I think of his skill, would mean a  reduction in the efficiency of the Enterprise and therefore"
Bread  And Circuses ,"15 Mar, 1968 ",43,"Really, Doctor?"
Bread  And Circuses ,"15 Mar, 1968 ",43,What did they do to you?
